icao,name,latitude,longitude,city,iata,province
CYZH,Slave Lake Airport,55.2930984497,-114.777000427,Slave Lake,YZH,Alberta
CYZP,Sandspit Airport,53.2542991638,-131.813995361,Sandspit,YZP,British-Columbia
CYZR,Chris Hadfield Airport,42.9994010925,-82.3088989258,Sarnia,YZR,Ontario
CYZS,Coral Harbour Airport,64.1932983398,-83.3593978882,Coral Harbour,YZS,Nunavut
CYZT,Port Hardy Airport,50.6805992126,-127.3669967651,Port Hardy,YZT,British-Columbia
CYZU,Whitecourt Airport,54.143901825,-115.7870025635,Whitecourt,YZU,Alberta
CYZV,Sept-Iles Airport,50.2233009338,-66.2656021118,Sept-Iles,YZV,Quebec
CYZW,Teslin Airport,60.1727981567,-132.7429962158,Teslin,YZW,Yukon
CYZX,CFB Greenwood,44.9844017029,-64.9169006348,Greenwood,YZX,Nova-Scotia
CYZY,Mackenzie Airport,55.3044013977,-123.132003784,Mackenzie,YZY,British-Columbia
CZAM,Salmon Arm Airport,50.682800293,-119.2289962769,Salmon Arm,YSN,British-Columbia
CZBD,Ilford Airport,56.0614013672,-95.613899231,Ilford,ILF,Manitoba
CZBF,Bathurst Airport,47.629699707,-65.738899231,Bathurst,ZBF,New-Brunswick
CZBM,Bromont (Roland Desourdy) Airport,45.2907981873,-72.7414016724,Bromont,ZBM,Quebec
CZEM,Eastmain River Airport,52.226398468,-78.5224990845,Eastmain River,ZEM,Quebec
CZFA,Faro Airport,62.2075004578,-133.3760070801,Faro,ZFA,Yukon
CZFD,Fond-Du-Lac Airport,59.334400177,-107.1819992065,Fond-Du-Lac,ZFD,Saskatchewan
CZFG,Pukatawagan Airport,55.7491989136,-101.2659988403,Pukatawagan,ZFG,Manitoba
CZFM,Fort Mcpherson Airport,67.4075012207,-134.8609924316,Fort Mcpherson,ZFM,Northwest-Territories
CZFN,Tulita Airport,64.9096984863,-125.5729980469,Tulita,ZFN,Northwest-Territories
CZGF,Grand Forks Airport,49.0155982971,-118.4309997559,Grand Forks,ZGF,British-Columbia
CZGI,Gods River Airport,54.8396987915,-94.0785980225,Gods River,ZGI,Manitoba
CZGR,Little Grand Rapids Airport,52.0456008911,-95.4657974243,Little Grand Rapids,ZGR,Manitoba
CZHP,High Prairie Airport,55.3936004639,-116.4749984741,High Prairie,ZHP,Alberta
CZJG,Jenpeg Airport,54.518901825,-98.0460968018,Jenpeg,ZJG,Manitoba
CZJN,Swan River Airport,52.1206016541,-101.236000061,Swan River,ZJN,Manitoba
CZKE,Kashechewan Airport,52.2825012207,-81.6778030396,Kashechewan,ZKE,Ontario
CZLQ,Thicket Portage Airport,55.318901062,-97.7078018188,Thicket Portage,YTD,Manitoba
CZMD,Muskrat Dam Airport,53.4413986206,-91.762802124,Muskrat Dam,MSA,Ontario
CZML,South Cariboo Region / 108 Mile Airport,51.7360992432,-121.333000183,108 Mile,ZMH,British-Columbia
CZMN,Pikwitonei Airport,55.5889015198,-97.1641998291,Pikwitonei,PIW,Manitoba
CZMT,Masset Airport,54.0275001526,-132.125,Masset,ZMT,British-Columbia
CZNG,Poplar River Airport,53,-97.2667007446,Poplar River,ZNG,Manitoba
CZNL,Nelson Airport,49.4942016602,-117.3010025024,Nelson,,British-Columbia
CZPB,Sachigo Lake Airport,53.8911018372,-92.1964035034,Sachigo Lake,ZPB,Ontario
CZPC,Pincher Creek Airport,49.5205993652,-113.9970016479,Pincher Creek,WPC,Alberta
CZPO,Pinehouse Lake Airport,55.5280990601,-106.582000732,Pinehouse Lake,ZPO,Saskatchewan
CZRJ,Round Lake (Weagamow Lake) Airport,52.9435997009,-91.3127975464,Round Lake,ZRJ,Ontario
CZSJ,Sandy Lake Airport,53.064201355,-93.3443984985,Sandy Lake,ZSJ,Ontario
CZSN,South Indian Lake Airport,56.7928009033,-98.9072036743,South Indian Lake,ZSN,Manitoba
CZST,Stewart Airport,55.935410448,-129.982434511,Stewart,ZST,British-Columbia
CZTA,Bloodvein River Airport,51.7832984924,-96.6999969482,Bloodvein River,YDV,Manitoba
CZTM,Shamattawa Airport,55.8656005859,-92.0813980103,Shamattawa,ZTM,Manitoba
CZUC,Ignace Municipal Airport,49.4296989441,-91.7177963257,Ignace,ZUC,Ontario
CZUM,Churchill Falls Airport,53.5619010925,-64.1063995361,Churchill Falls,ZUM,Newfoundland-and-Labrador
CZWH,Lac Brochet Airport,58.6175003052,-101.46900177,Lac Brochet,ZWH,Manitoba
CZWL,Wollaston Lake Airport,58.1068992615,-103.1719970703,Wollaston Lake,ZWL,Saskatchewan
